objid,ra,dec,processed_path,mean_flux,std_flux,quality_pass,error,raw_path,embedding_idx,embedding_dim,method_a_score,method_a_anomaly
12376400000000002402,185.26566842960864,45.48749885087789,/Users/a/Desktop/astro1/data/processed/12376400000000002402.npy,0.0940947011113166,0.0650510415434837,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002402.jpg,1355,24,-0.07482204154978067,True
12376400000000005063,308.4210124242246,0.7474303676527825,/Users/a/Desktop/astro1/data/processed/12376400000000005063.npy,0.1152496188879013,0.1609538346529007,True,,/Users/a/Desktop/astro1/data/raw/12376400000000005063.jpg,3599,24,-0.07409558884963552,True
12376400000000001847,302.2605348528681,8.888707862849373,/Users/a/Desktop/astro1/data/processed/12376400000000001847.npy,0.1013275831937789,0.1169997602701187,True,,/Users/a/Desktop/astro1/data/raw/12376400000000001847.jpg,968,24,-0.07241587816257533,True
12376400000000005435,-0.6887166388262234,3.074647853504633,/Users/a/Desktop/astro1/data/processed/12376400000000005435.npy,0.0685207173228263,0.0371680073440074,True,,/Users/a/Desktop/astro1/data/raw/12376400000000005435.jpg,3834,24,-0.07101039719266256,True
12376400000000005750,256.9670424083806,31.241287416838787,/Users/a/Desktop/astro1/data/processed/12376400000000005750.npy,0.1038637161254882,0.0704819485545158,True,,/Users/a/Desktop/astro1/data/raw/12376400000000005750.jpg,4022,24,-0.07056758670465368,True
12376400000000001845,190.5436279556288,10.872189388036285,/Users/a/Desktop/astro1/data/processed/12376400000000001845.npy,0.0990499705076217,0.1395583748817443,True,,/Users/a/Desktop/astro1/data/raw/12376400000000001845.jpg,966,24,-0.0664715051727337,True
12376400000000006695,297.6942528499486,21.495031817825705,/Users/a/Desktop/astro1/data/processed/12376400000000006695.npy,0.1320122629404068,0.1578185111284256,True,,/Users/a/Desktop/astro1/data/raw/12376400000000006695.jpg,4620,24,-0.06557230460274432,True
12376400000000006607,297.91729004243274,22.246399894517587,/Users/a/Desktop/astro1/data/processed/12376400000000006607.npy,0.1339606642723083,0.150017037987709,True,,/Users/a/Desktop/astro1/data/raw/12376400000000006607.jpg,4569,24,-0.06457179644815159,True
12376400000000002422,253.24645410085745,31.971238911190333,/Users/a/Desktop/astro1/data/processed/12376400000000002422.npy,0.1174997463822364,0.1739779412746429,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002422.jpg,1370,24,-0.06428367266392254,True
12376400000000001951,287.88055717894247,17.616070068370025,/Users/a/Desktop/astro1/data/processed/12376400000000001951.npy,0.1318034529685974,0.1569850593805313,True,,/Users/a/Desktop/astro1/data/raw/12376400000000001951.jpg,1033,24,-0.06263917888303416,True
12376400000000006235,-1.820229773607388,-9.133252083314092,/Users/a/Desktop/astro1/data/processed/12376400000000006235.npy,0.1034518033266067,0.1614990681409835,True,,/Users/a/Desktop/astro1/data/raw/12376400000000006235.jpg,4329,24,-0.0620041719331037,True
12376400000000004071,286.0938264005622,19.257309877311325,/Users/a/Desktop/astro1/data/processed/12376400000000004071.npy,0.0774203389883041,0.1120745912194252,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004071.jpg,2667,24,-0.059823144270019335,True
12376400000000002863,294.4508222069445,11.800969387571271,/Users/a/Desktop/astro1/data/processed/12376400000000002863.npy,0.1235677599906921,0.166811004281044,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002863.jpg,1677,24,-0.059684780948866645,True
12376400000000001801,113.74479670884796,32.070729650434295,/Users/a/Desktop/astro1/data/processed/12376400000000001801.npy,0.100006103515625,0.0680988505482673,True,,/Users/a/Desktop/astro1/data/raw/12376400000000001801.jpg,935,24,-0.05912529614627837,True
12376400000000003239,293.69274467906746,12.201372962905705,/Users/a/Desktop/astro1/data/processed/12376400000000003239.npy,0.1195806413888931,0.162643164396286,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003239.jpg,1927,24,-0.05781145647548369,True
12376400000000003238,250.30945641925456,36.55802484598888,/Users/a/Desktop/astro1/data/processed/12376400000000003238.npy,0.1147613003849983,0.1088675186038017,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003238.jpg,1926,24,-0.05709825063455598,True
12376400000000005767,297.9132374760745,17.240507260494862,/Users/a/Desktop/astro1/data/processed/12376400000000005767.npy,0.1118682920932769,0.1504567563533783,True,,/Users/a/Desktop/astro1/data/raw/12376400000000005767.jpg,4031,24,-0.055547757979861556,True
12376400000000003291,-5.283253890885198,8.740632391798236,/Users/a/Desktop/astro1/data/processed/12376400000000003291.npy,0.1146112531423568,0.1532566398382187,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003291.jpg,1962,24,-0.05254299785955485,True
12376400000000002032,40.558999419577496,-3.038193800936316,/Users/a/Desktop/astro1/data/processed/12376400000000002032.npy,0.1212986260652542,0.1561104208230972,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002032.jpg,1089,24,-0.05059857246496435,True
12376400000000004221,205.81594972400583,29.029669931397407,/Users/a/Desktop/astro1/data/processed/12376400000000004221.npy,0.0468805059790611,0.0615755096077919,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004221.jpg,2815,24,-0.04942150321069638,True
12376400000000003118,250.4613540249128,36.59097297996658,/Users/a/Desktop/astro1/data/processed/12376400000000003118.npy,0.106477603316307,0.0839659124612808,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003118.jpg,1837,24,-0.047031867113121684,True
12376400000000004611,1.182369959225376,8.299579620089425,/Users/a/Desktop/astro1/data/processed/12376400000000004611.npy,0.0652316734194755,0.0875642523169517,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004611.jpg,3194,24,-0.046724130400174646,True
12376400000000000601,49.89854322996269,68.83836502156281,/Users/a/Desktop/astro1/data/processed/12376400000000000601.npy,0.0579272173345088,0.0707341060042381,True,,/Users/a/Desktop/astro1/data/raw/12376400000000000601.jpg,403,24,-0.04151360525076142,True
12376400000000003488,40.959506889190806,-11.826031902499782,/Users/a/Desktop/astro1/data/processed/12376400000000003488.npy,0.1079013124108314,0.1402245759963989,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003488.jpg,2097,24,-0.038854783383797886,True
12376400000000003848,48.854832140296224,1.900548637866553,/Users/a/Desktop/astro1/data/processed/12376400000000003848.npy,0.1258198767900467,0.1834935694932937,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003848.jpg,2450,24,-0.03834400907510771,True
12376400000000000221,196.76546431140488,66.43073486393018,/Users/a/Desktop/astro1/data/processed/12376400000000000221.npy,0.0653005614876747,0.0911659523844719,True,,/Users/a/Desktop/astro1/data/raw/12376400000000000221.jpg,51,24,-0.037173579753057906,True
12376400000000005874,174.07400145511124,41.82293534010351,/Users/a/Desktop/astro1/data/processed/12376400000000005874.npy,0.1141799464821815,0.1440149992704391,True,,/Users/a/Desktop/astro1/data/raw/12376400000000005874.jpg,4098,24,-0.03314119988278885,True
12376400000000001578,184.11815703810203,44.47737834030373,/Users/a/Desktop/astro1/data/processed/12376400000000001578.npy,0.0765589401125907,0.1308003216981887,True,,/Users/a/Desktop/astro1/data/raw/12376400000000001578.jpg,791,24,-0.03088764792623777,True
12376400000000005166,259.1209510616834,38.1187749678402,/Users/a/Desktop/astro1/data/processed/12376400000000005166.npy,0.1097381263971328,0.1570885926485061,True,,/Users/a/Desktop/astro1/data/raw/12376400000000005166.jpg,3668,24,-0.030359893048126807,True
12376400000000002758,254.4316417119536,35.27834975654422,/Users/a/Desktop/astro1/data/processed/12376400000000002758.npy,0.0904544815421104,0.157125636935234,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002758.jpg,1607,24,-0.030358972458054967,True
12376400000000006057,120.91595132026322,27.70117754136808,/Users/a/Desktop/astro1/data/processed/12376400000000006057.npy,0.0957045927643776,0.0729102119803428,True,,/Users/a/Desktop/astro1/data/raw/12376400000000006057.jpg,4211,24,-0.029441792634529285,True
12376400000000006555,-6.983415424463884,5.261409546019564,/Users/a/Desktop/astro1/data/processed/12376400000000006555.npy,0.087522380053997,0.144914835691452,True,,/Users/a/Desktop/astro1/data/raw/12376400000000006555.jpg,4539,24,-0.027666865348644487,True
12376400000000006263,287.9758100646747,17.55337308556141,/Users/a/Desktop/astro1/data/processed/12376400000000006263.npy,0.134853720664978,0.155822068452835,True,,/Users/a/Desktop/astro1/data/raw/12376400000000006263.jpg,4347,24,-0.02613314793083288,True
12376400000000003481,115.54627414192706,38.878343081454645,/Users/a/Desktop/astro1/data/processed/12376400000000003481.npy,0.0678776800632476,0.1043399423360824,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003481.jpg,2090,24,-0.02534547303432233,True
12376400000000006583,310.5860865442684,4.475121953369202,/Users/a/Desktop/astro1/data/processed/12376400000000006583.npy,0.1082846522331237,0.1504406183958053,True,,/Users/a/Desktop/astro1/data/raw/12376400000000006583.jpg,4558,24,-0.025042672660586573,True
12376400000000002031,287.73449695057934,16.90161069088791,/Users/a/Desktop/astro1/data/processed/12376400000000002031.npy,0.1176628097891807,0.1546497792005539,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002031.jpg,1088,24,-0.023765703807733907,True
12376400000000005143,289.9749518857479,14.93470731981073,/Users/a/Desktop/astro1/data/processed/12376400000000005143.npy,0.1136887893080711,0.1558703929185867,True,,/Users/a/Desktop/astro1/data/raw/12376400000000005143.jpg,3651,24,-0.017859443630310112,True
12376400000000005623,296.89630472367674,12.748306336277045,/Users/a/Desktop/astro1/data/processed/12376400000000005623.npy,0.0949817970395088,0.1475404500961303,True,,/Users/a/Desktop/astro1/data/raw/12376400000000005623.jpg,3949,24,-0.016308386511612927,True
12376400000000002600,49.44655910107099,3.706979483838172,/Users/a/Desktop/astro1/data/processed/12376400000000002600.npy,0.0723099708557128,0.0629664734005928,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002600.jpg,1497,24,-0.013942784501643324,True
12376400000000003342,249.84118001881984,48.991356336292775,/Users/a/Desktop/astro1/data/processed/12376400000000003342.npy,0.0791154727339744,0.0858720615506172,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003342.jpg,1995,24,-0.01391405513972932,True
12376400000000002551,288.38896872447106,-3.628021461028695,/Users/a/Desktop/astro1/data/processed/12376400000000002551.npy,0.1009712815284729,0.1611480712890625,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002551.jpg,1458,24,-0.013868544768260715,True
12376400000000000538,281.6687402621224,52.92120414825709,/Users/a/Desktop/astro1/data/processed/12376400000000000538.npy,0.1027843132615089,0.1328583359718322,True,,/Users/a/Desktop/astro1/data/raw/12376400000000000538.jpg,347,24,-0.012643097807212511,True
12376400000000002655,313.87401336794176,24.742510934102096,/Users/a/Desktop/astro1/data/processed/12376400000000002655.npy,0.0964227989315986,0.1202647984027862,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002655.jpg,1539,24,-0.01047182533174551,True
12376400000000002135,292.9206702669583,14.322078071755737,/Users/a/Desktop/astro1/data/processed/12376400000000002135.npy,0.1003921180963516,0.1244271770119667,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002135.jpg,1160,24,-0.009294340805327983,True
12376400000000004960,58.595365451479616,-6.097507543567808,/Users/a/Desktop/astro1/data/processed/12376400000000004960.npy,0.1066158339381218,0.1481118500232696,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004960.jpg,3531,24,-0.008392321404566583,True
12376400000000004527,287.32419098484473,23.87342639644255,/Users/a/Desktop/astro1/data/processed/12376400000000004527.npy,0.1066906750202179,0.1383460462093353,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004527.jpg,3114,24,-0.008163475523842556,True
12376400000000004730,183.78180341794,49.26728867018571,/Users/a/Desktop/astro1/data/processed/12376400000000004730.npy,0.1012552976608276,0.1471966654062271,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004730.jpg,3310,24,-0.006927231495275299,True
12376400000000001429,207.73240625753496,21.24289992051004,/Users/a/Desktop/astro1/data/processed/12376400000000001429.npy,0.0547615438699722,0.0778897255659103,True,,/Users/a/Desktop/astro1/data/raw/12376400000000001429.jpg,682,24,-0.005473224925200304,True
12376400000000003938,183.50352086036224,46.61134890736824,/Users/a/Desktop/astro1/data/processed/12376400000000003938.npy,0.0929530262947082,0.1260582953691482,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003938.jpg,2538,24,-0.003006361065330476,True
12376400000000003798,255.46575181149984,33.59544291235645,/Users/a/Desktop/astro1/data/processed/12376400000000003798.npy,0.1131205037236213,0.1764694899320602,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003798.jpg,2401,24,-0.002663655661898856,True
12376400000000003768,41.69629510087869,-14.050361840312352,/Users/a/Desktop/astro1/data/processed/12376400000000003768.npy,0.1251296550035476,0.1837881356477737,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003768.jpg,2371,24,-0.000998773316508994,True
12376400000000001370,178.6599146488479,52.532700209301495,/Users/a/Desktop/astro1/data/processed/12376400000000001370.npy,0.0999152585864067,0.1468593627214431,True,,/Users/a/Desktop/astro1/data/raw/12376400000000001370.jpg,643,24,-0.0004416919505640937,True
12376400000000001385,120.3708890480179,25.058377996230625,/Users/a/Desktop/astro1/data/processed/12376400000000001385.npy,0.0536827035248279,0.0333818010985851,True,,/Users/a/Desktop/astro1/data/raw/12376400000000001385.jpg,654,24,-0.00023648961466404828,True
12376400000000004118,254.3664651071576,39.98640100911448,/Users/a/Desktop/astro1/data/processed/12376400000000004118.npy,0.1011624485254287,0.126988023519516,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004118.jpg,2713,24,-0.00011970663864935283,True
12376400000000002775,309.03599413827214,1.0350685704216112,/Users/a/Desktop/astro1/data/processed/12376400000000002775.npy,0.1049360930919647,0.2017500400543213,True,,/Users/a/Desktop/astro1/data/raw/12376400000000002775.jpg,1619,24,0.0002793154901818973,False
12376400000000003541,199.81478828133555,21.580720736993825,/Users/a/Desktop/astro1/data/processed/12376400000000003541.npy,0.0903775617480278,0.1269342601299286,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003541.jpg,2149,24,0.005628094056600252,False
12376400000000001991,295.45088673267,3.482806914379527,/Users/a/Desktop/astro1/data/processed/12376400000000001991.npy,0.066697172820568,0.1141375675797462,True,,/Users/a/Desktop/astro1/data/raw/12376400000000001991.jpg,1058,24,0.005945689169672863,False
12376400000000005759,307.20052379094216,15.090167091190056,/Users/a/Desktop/astro1/data/processed/12376400000000005759.npy,0.091751180589199,0.1337173283100128,True,,/Users/a/Desktop/astro1/data/raw/12376400000000005759.jpg,4025,24,0.006058887393539769,False
12376400000000004268,163.26599035904263,-11.278667056150413,/Users/a/Desktop/astro1/data/processed/12376400000000004268.npy,0.1034422367811203,0.1615794897079467,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004268.jpg,2862,24,0.006349540217799432,False
12376400000000006750,240.54440904118,47.161508569056096,/Users/a/Desktop/astro1/data/processed/12376400000000006750.npy,0.1402523517608642,0.1864457875490188,True,,/Users/a/Desktop/astro1/data/raw/12376400000000006750.jpg,4662,24,0.007877343651788493,False
12376400000000000460,315.50526081331685,45.05524650031673,/Users/a/Desktop/astro1/data/processed/12376400000000000460.npy,0.1076576337218284,0.1478641629219055,True,,/Users/a/Desktop/astro1/data/raw/12376400000000000460.jpg,274,24,0.008637893876136338,False
12376400000000004868,137.19418182200812,-0.6570429953551837,/Users/a/Desktop/astro1/data/processed/12376400000000004868.npy,0.0888281464576721,0.1248842030763626,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004868.jpg,3443,24,0.01146287684261682,False
12376400000000005487,304.1012586962878,8.341024933115644,/Users/a/Desktop/astro1/data/processed/12376400000000005487.npy,0.0844265073537826,0.1316189169883728,True,,/Users/a/Desktop/astro1/data/raw/12376400000000005487.jpg,3869,24,0.012294295955206036,False
12376400000000004084,157.7050352848917,1.070236192132569,/Users/a/Desktop/astro1/data/processed/12376400000000004084.npy,0.0448745414614677,0.0436544865369796,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004084.jpg,2679,24,0.012670169746198057,False
12376400000000004824,55.27115694246362,-3.607955640732513,/Users/a/Desktop/astro1/data/processed/12376400000000004824.npy,0.0446173809468746,0.0437791533768177,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004824.jpg,3400,24,0.013102559425552052,False
12376400000000003042,173.8644733735224,53.88671487823072,/Users/a/Desktop/astro1/data/processed/12376400000000003042.npy,0.0558883510529994,0.0615888088941574,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003042.jpg,1794,24,0.01321105704672454,False
12376400000000004908,157.05307793251367,-5.296531212611348,/Users/a/Desktop/astro1/data/processed/12376400000000004908.npy,0.1116456240415573,0.1760445833206176,True,,/Users/a/Desktop/astro1/data/raw/12376400000000004908.jpg,3482,24,0.013364741911319422,False
12376400000000006031,301.00458214144294,10.187857724305347,/Users/a/Desktop/astro1/data/processed/12376400000000006031.npy,0.0885220542550087,0.1346321851015091,True,,/Users/a/Desktop/astro1/data/raw/12376400000000006031.jpg,4192,24,0.014065655770853946,False
12376400000000003570,170.9709819656552,45.7513087256019,/Users/a/Desktop/astro1/data/processed/12376400000000003570.npy,0.0823161303997039,0.1449259519577026,True,,/Users/a/Desktop/astro1/data/raw/12376400000000003570.jpg,2178,24,0.014512508532383506,False
12376400000000000268,53.6322000377739,39.52221038096837,/Users/a/Desktop/astro1/data/processed/12376400000000000268.npy,0.0940358564257621,0.1264906227588653,True,,/Users/a/Desktop/astro1/data/raw/12376400000000000268.jpg,96,24,0.014930874764117696,False
