objid,ra,dec,method_a_score,method_a_anomaly
12376400000000006001,114.8664313730297,20.1642910494807,0.047312112772834536,False
12376400000000006257,117.17876620060252,39.21183450314992,0.047670087325006105,False
12376400000000006529,126.55132246746042,37.530092959979854,0.04770411480844383,False
12376400000000004584,41.12337745709432,3.588262148236417,0.0480179263453262,False
12376400000000005345,116.02364560110745,25.889988906516813,0.04814072222470456,False
12376400000000001696,42.212053986298194,-3.0213579443569785,0.04836627348119271,False
12376400000000003604,145.2741204948898,8.416295936683568,0.048370456352955116,False
12376400000000001338,218.9911592144199,67.58732033955954,0.048384248517272854,False
12376400000000003778,187.43362306993336,38.5324185163831,0.04881448008964673,False
12376400000000000450,280.9500691777733,33.22425147587162,0.04916648300397741,False
12376400000000000558,43.74984264920013,10.090371989066732,0.049703291122352944,False
12376400000000004547,-1.5252074824979474,-6.321645785715746,0.05000100124427809,False
12376400000000003518,257.44904720223894,48.34580619413808,0.050297829204200784,False
12376400000000003998,248.0245430570187,43.86471635747339,0.05049662184701065,False
12376400000000004638,257.33773699613744,39.10924586439028,0.0510227578432455,False
12376400000000002338,189.9384497818692,42.53978574538636,0.05134041756299479,False
12376400000000004494,254.36373632141763,32.105836363912665,0.051658966698417075,False
12376400000000002488,57.58455814270192,-10.893039368333271,0.051749601296105174,False
12376400000000006098,183.12204736387423,54.48741014372997,0.05220383454958322,False
12376400000000003584,55.015789353850735,0.5183289392289296,0.05228716587183435,False
12376400000000000454,240.73256560535,43.26213710388096,0.0524875213340823,False
12376400000000000004,348.1307420449236,24.72322491757223,0.05250462593727001,False
12376400000000004028,151.97249908404683,-4.800689055162163,0.05332872789361731,False
12376400000000006801,129.5131396910435,35.02691222287178,0.05367763237265355,False
12376400000000003468,140.65036609598357,-2.467106987898271,0.05377357412988382,False
12376400000000003830,249.57868016613685,34.13277302825501,0.05483904371864323,False
12376400000000002008,44.76590466346455,-2.708524932696548,0.055438225040838285,False
12376400000000003824,56.2588634376194,-1.969707795050724,0.05572592491032802,False
12376400000000006490,187.1856440891393,47.46630918852834,0.055876911755096015,False
12376400000000006671,301.94718170191663,10.752533527644712,0.056221436457676854,False
12376400000000000444,302.1699770785454,52.12949650754298,0.056544483449713745,False
12376400000000000224,173.3166122722055,13.704830427361273,0.05658333308977803,False
12376400000000003407,285.3823498120183,21.19307200137963,0.05793757621893314,False
12376400000000003578,182.5339956935364,40.53981128609936,0.058517191051273176,False
12376400000000000671,267.3692611139386,8.637202201694024,0.05886083538877984,False
12376400000000004068,159.84303746283723,-6.794871779551709,0.05989053777656539,False
12376400000000000308,282.4066479659726,38.88627728597668,0.06026491793123445,False
12376400000000002599,301.35106671754335,13.68487690677171,0.060465635224168035,False
12376400000000002391,295.07966574424165,23.65500988485551,0.06054180784468299,False
12376400000000005795,5.542108203713319,6.3681455204518365,0.06058869042765136,False
12376400000000002631,285.90078422367765,22.7856251761116,0.06085845675086543,False
12376400000000001863,301.1994543158096,10.444722753833917,0.06087897486927496,False
12376400000000000248,249.1151827839816,18.50350058118276,0.06090943287961248,False
12376400000000004290,171.4108731373462,54.62190412419644,0.06101362393750753,False
12376400000000000220,129.65479582260855,7.365341779829663,0.06113535760330602,False
12376400000000006658,184.2824729014426,48.403027302345706,0.06115581073746379,False
12376400000000003085,198.3663133688515,31.58274111821744,0.06140958194595647,False
12376400000000001348,234.03588113112605,-12.70033099812728,0.061737536421877626,False
12376400000000000294,240.48913039722183,-16.367727191573106,0.06186519239978849,False
12376400000000003214,259.3860461714609,32.26756452071016,0.06196945522184938,False
12376400000000003909,189.49685720670328,8.29178887913431,0.062075311481383455,False
12376400000000006783,304.8498183698235,7.524956567901755,0.062217907964456476,False
12376400000000001679,307.0097287492472,15.204538450489544,0.06310814035030587,False
12376400000000003734,259.3276712790052,44.64269432791173,0.0633325609484473,False
12376400000000002148,140.40979818671346,9.430411925355768,0.06360688502621104,False
12376400000000003978,183.3300391686954,38.33438625220043,0.06369385800502902,False
12376400000000004738,172.44500948335013,52.40307615433525,0.06389347228664766,False
12376400000000004098,186.24957109569004,44.7746810327558,0.06399094392251714,False
12376400000000003894,244.15767759397664,41.52752668564915,0.06491254950105163,False
12376400000000003974,252.9229347133872,32.50623545689228,0.0655523450601252,False
12376400000000001349,32.72232958190978,11.017860239921802,0.06562157860454187,False
12376400000000005967,302.83658903159613,1.0829048496445424,0.06564986821489904,False
12376400000000000648,143.8058587597004,-22.803616131403945,0.0658700762007356,False
12376400000000004138,189.8499871626429,45.85585367145678,0.06588455439032326,False
12376400000000000244,104.64395904625658,-20.072294902980776,0.06591332649533488,False
12376400000000000278,70.49619241221737,60.72281961553304,0.06593411611938671,False
12376400000000002015,307.31884829106167,6.257755930811635,0.06606671262912489,False
12376400000000004774,253.4561443112564,41.83822066316012,0.06645630316259332,False
12376400000000004568,49.77614834545571,-11.258092386061268,0.06671625477198917,False
12376400000000000360,179.20015090271653,64.15253480091785,0.0669200619927478,False
12376400000000004554,189.0296918845852,48.395618788113325,0.06764595361515569,False
12376400000000004516,159.29979062246326,4.611169240810245,0.06768392925023436,False
12376400000000005561,111.59725475638604,23.63571807791249,0.06805134928581646,False
12376400000000004814,241.86358985567665,48.24203830432161,0.06807831466594405,False
12376400000000000854,186.3159916863524,51.28923989659003,0.06852799548569022,False
12376400000000002527,302.87451961783177,7.651121831970524,0.06878543733204434,False
12376400000000003728,50.18318598086711,3.7262412654539183,0.06897876877042775,False
12376400000000003958,246.2990416341305,40.78147414204497,0.0690885639644705,False
12376400000000000554,157.50166790723424,39.02826862858031,0.06926823408088711,False
12376400000000003918,242.4007645197456,32.05230742608866,0.06957590249200485,False
12376400000000001618,173.20235823502566,43.35723679008895,0.06977240360062542,False
12376400000000004651,-3.503184353799861,-0.8608114341168225,0.0697729264320851,False
12376400000000000394,183.3659989402529,23.115824192865936,0.07003064947759186,False
12376400000000004288,56.22171964995502,-3.3528886814072774,0.07017792626492092,False
12376400000000002568,54.41772203602997,-6.929500820822717,0.07040876029426801,False
12376400000000002007,295.96566780725715,23.60496784375875,0.07044602303968373,False
12376400000000002380,155.05568886675127,5.566098668252359,0.0704721542215535,False
12376400000000004754,170.88158830451144,39.28514211632163,0.07047388306791591,False
12376400000000006106,170.77471206908297,43.58217353410598,0.07081455186555796,False
12376400000000004254,258.0647225639573,38.51442171892675,0.07100993532837996,False
12376400000000005288,54.701362815872834,-5.394917526508143,0.07103480073219814,False
12376400000000001812,143.05421993187954,5.268255233831994,0.0710427592761429,False
12376400000000004664,51.60735637681424,-14.31875687582242,0.07123396225117173,False
12376400000000000688,246.82308965580563,-4.086048546966733,0.07135535236220325,False
12376400000000004298,183.28405549322645,47.24638399059836,0.07141964502319698,False
12376400000000004184,50.41093616905299,-10.765119628805426,0.07157367426260108,False
12376400000000001937,128.11475037756068,20.372251449467747,0.07169354239672332,False
12376400000000001609,125.5442901575554,36.5773647625159,0.07198217753026304,False
12376400000000001418,187.47054404540648,45.24664790618415,0.07218948332002417,False
12376400000000000404,240.7770308272248,5.071131536970256,0.07228938179486355,False
12376400000000000614,302.9207138611392,31.52907611741439,0.07250176125628316,False
12376400000000004338,171.96727583353777,45.20020849792657,0.07290991756582743,False
12376400000000003548,156.4824911943946,4.146206894169193,0.07297270975561931,False
12376400000000002455,294.7335201603478,23.215943210174416,0.07300427697090506,False
12376400000000000584,127.01730351248212,-18.15382857089348,0.07355790763438408,False
12376400000000004408,43.56710882769709,-4.532823571192903,0.07381631748359263,False
12376400000000000550,132.28693970477497,46.225571656351306,0.07402583624329073,False
12376400000000002478,248.0112798902864,38.81800971574511,0.07417772607715512,False
12376400000000002078,246.73125782254093,30.80661573525084,0.07422023525684196,False
12376400000000000904,72.51104863028138,31.787639252948686,0.07458335150940765,False
12376400000000004368,55.28685037827094,-8.716587641361457,0.07459305894934931,False
12376400000000003950,255.6344708307475,39.87175307419584,0.07460455662939114,False
12376400000000004238,259.99724691398166,35.957956085956894,0.07466551008354727,False
12376400000000001614,245.5154065833605,49.7840308952291,0.0747051617094715,False
12376400000000006730,175.6365984488814,39.19062231760376,0.07472806122372078,False
12376400000000000364,153.08501183544607,-20.09670961511316,0.0748917388696555,False
12376400000000004048,41.02452936822381,-0.7586379878384104,0.07517238450684394,False
12376400000000001028,259.4599305163153,-18.042122816312595,0.07535220240149587,False
12376400000000001084,43.43942386240574,35.5827339078744,0.07536280585676558,False
12376400000000006451,4.881810231169654,-5.974442986146615,0.0754393288414813,False
12376400000000004714,177.86386287805783,52.13819904589663,0.07555920588388398,False
12376400000000004604,159.49862060347888,2.746731049728524,0.07588185267805958,False
12376400000000004014,258.88992935161605,48.75884897706483,0.07627622487173147,False
12376400000000001841,110.72813595446132,37.76029214054795,0.07666822242133753,False
12376400000000004024,53.66349518175655,-12.66729106733458,0.07685087647512279,False
12376400000000003155,-8.829302437551128,-6.466015791153199,0.07701846594578632,False
12376400000000002498,186.93128639991903,43.05785839712797,0.07702244879537223,False
12376400000000003828,143.38461923348555,16.189919754430374,0.07705212140074014,False
12376400000000000228,152.57189212903,24.17427669021565,0.07709356890255559,False
12376400000000002334,246.9765875992634,42.11658426666709,0.07767240205839698,False
12376400000000004394,185.7936543482615,47.84620844125459,0.07771792269585853,False
12376400000000006648,59.7124874951268,-12.639421732388191,0.07803174935482393,False
12376400000000003928,43.24873460902364,-9.259897438650796,0.07814295565305884,False
12376400000000001504,40.88505105617196,3.5891648603508166,0.07872537829291737,False
12376400000000001034,290.1166519285271,15.498359648511524,0.07875534550855723,False
12376400000000002405,203.76050681230345,34.8193767887558,0.07919938611882293,False
12376400000000004274,177.89365802479995,44.617611185781385,0.07968613741639785,False
12376400000000003648,50.76747780619779,-6.741119760765482,0.07969528824854044,False
12376400000000000298,247.57170690186152,27.132383430246435,0.07999847119862025,False
12376400000000002924,163.6232040472247,-9.963521727057127,0.08005226860213654,False
12376400000000003514,189.7064637279347,48.00757729775072,0.08008456882697368,False
12376400000000003888,58.26169102038231,-14.368324580205126,0.080194641932955,False
12376400000000000568,110.74014678666572,50.34325913926658,0.0804484967744391,False
12376400000000005853,186.1242423046081,27.50903479303032,0.08051270736073424,False
12376400000000001154,45.415636535011984,5.677721750081915,0.0806349060727316,False
12376400000000003248,49.838428917575,1.0307757472463948,0.0807829487310634,False
12376400000000004539,8.582524529030444,-0.8900950707713626,0.08093907156171787,False
12376400000000004008,51.31754599432551,-1.5669406413675002,0.0809887068546562,False
12376400000000004938,188.8197377581357,39.11326307631185,0.08103928572898267,False
12376400000000001404,157.75738812052757,-6.340117726136823,0.08110360137153083,False
12376400000000001864,49.91100329522152,-5.77466144190673,0.0812927750883996,False
12376400000000000414,10.343819168387537,28.96280479025104,0.08134563133886186,False
12376400000000003318,251.38136217661275,32.86629978076387,0.08156802366674942,False
12376400000000006123,-9.259365390266993,1.6866097658998225,0.08169096197097958,False
12376400000000004668,146.8845961369212,16.368478561306052,0.08175156148136964,False
12376400000000006341,214.5534482012037,33.49423401890095,0.08219614643556761,False
12376400000000003492,156.2759433972721,16.547356399692337,0.082288005845771,False
12376400000000005761,128.03588329557704,21.693412870314912,0.08236611830259222,False
12376400000000001840,49.75852560593428,-1.2390224626140274,0.0826203346561819,False
12376400000000003058,173.96528259166254,39.96053319383817,0.0827542965385194,False
12376400000000004214,259.69169734165143,46.02446678545539,0.08279784824887959,False
12376400000000002944,58.09786171056909,3.5620712124939864,0.08324012789261603,False
12376400000000003424,53.94722935414473,-4.011179781798616,0.08328089369740499,False
12376400000000004758,241.53571255986608,38.2182681081943,0.08330056922073237,False
12376400000000002158,244.28309525009533,30.724176717843807,0.08336919124911224,False
12376400000000001544,59.47102737083459,-5.460447344923518,0.08392086647026664,False
12376400000000001401,115.41874402276316,28.20125218671552,0.08394674897539067,False
12376400000000004558,257.97301395902025,48.69134804858275,0.08405436460780336,False
12376400000000004925,192.3030945179936,7.592192800260769,0.08448979348743557,False
12376400000000004034,187.62259220898943,53.21907648691425,0.08471923650903601,False
12376400000000003754,181.3434689883286,47.1697416980608,0.08490211386838631,False
12376400000000001518,240.56495918698755,30.54354814299296,0.08519311267181728,False
12376400000000003598,243.17192513529977,30.00030512151926,0.08545009713306817,False
12376400000000001943,287.9894757100911,15.194779102897634,0.0857657555541208,False
12376400000000003538,185.5181445096973,48.00157385598574,0.0860170182906086,False
12376400000000001254,232.9529874933569,27.572136961645626,0.08601823620188709,False
12376400000000000458,290.14801836110394,68.5024307816509,0.0862076735476408,False
12376400000000004564,141.7569109109629,-3.817168297093307,0.08642231233943731,False
12376400000000002397,196.9527271926524,9.223928469880796,0.0865250885135076,False
12376400000000003738,183.70210346061788,51.39148527044371,0.0867164126562241,False
12376400000000003558,248.9665801440736,45.53396433469049,0.08681601564579322,False
12376400000000004134,255.472510250542,35.43456050394137,0.08726237392871505,False
12376400000000000314,330.0744893374683,28.85419136419221,0.08751979286258993,False
12376400000000004728,43.7953364567772,-8.732147547999787,0.08764580506295971,False
12376400000000001511,313.0178147133389,17.004220092809767,0.08803111465983438,False
12376400000000003851,8.68415594303945,5.406900140288375,0.08820056699062873,False
12376400000000002207,298.82988922857527,18.96396138933414,0.08822716243414042,False
12376400000000006440,43.23712249004859,-1.5251209437998874,0.08826306890722757,False
12376400000000005327,298.7840399455317,9.792750582200028,0.08862260892404639,False
12376400000000006323,6.382152275287883,7.771650716471459,0.0886476058322011,False
12376400000000003041,120.27522489891152,24.90073262329505,0.08873685168855328,False
12376400000000003708,139.33355762240507,-7.47576659235988,0.08902345900410369,False
12376400000000004324,151.9347378556551,-12.271225124464504,0.08953402548970679,False
12376400000000001538,189.8343349767361,50.71687424642244,0.09005943927631599,False
12376400000000001134,12.498212473050735,19.544085228434,0.09027257706009728,False
12376400000000001798,259.2766684612005,44.51256439942769,0.09043693618689708,False
12376400000000004571,8.857132027375844,2.5193392657181484,0.09054754467479798,False
12376400000000001744,42.25378739878544,-6.626789938165809,0.09056889881189845,False
12376400000000000384,282.8152275362908,-1.5239113352947875,0.09060026027428836,False
12376400000000000357,260.37521956188255,-3.1351375402348296,0.09063317154465178,False
12376400000000003808,41.15528920656444,-11.569368505312829,0.09076265966493957,False
12376400000000000494,26.75911241031909,-27.205456630118803,0.0908600719322179,False
12376400000000006328,41.673598490989065,-5.640840661738949,0.0911404684211673,False
12376400000000005304,43.86275416168514,0.4034023108998603,0.091639761022687,False
12376400000000004804,146.22141069410938,10.89861471722121,0.09175692118269274,False
12376400000000004448,40.24509735397201,-10.09222704316111,0.09213154041953531,False
12376400000000004498,177.09551890922012,54.99248271386579,0.09218086466249742,False
12376400000000001430,258.8594686279845,34.754753445999626,0.09221080551520044,False
12376400000000002292,143.8285398717682,14.044752183693376,0.09232309323452459,False
12376400000000004878,259.7582284421468,31.71533470348311,0.09239164577235914,False
12376400000000003964,143.0828145376904,7.484412070274107,0.09280615479538434,False
12376400000000000938,276.33778340815223,-24.619015715889567,0.09285327436357438,False
12376400000000004378,182.5234065620419,45.780201614367016,0.09319208201907236,False
12376400000000002484,139.21414469872516,14.579910808422303,0.09361466439464083,False
12376400000000004468,149.86794600710454,1.9880677971631189,0.09365082908962163,False
12376400000000005199,304.1403637447955,6.493250741694748,0.09365426157458134,False
12376400000000004318,248.9512270941135,34.48501146943922,0.09373001246702717,False
12376400000000004144,52.19827553689492,-6.689857260442684,0.09413447637508798,False
12376400000000003698,181.99329051308288,44.45221720825947,0.09434396187640581,False
12376400000000006143,301.490723335586,14.504355074571698,0.09471713518842895,False
12376400000000003658,182.117430924754,44.78496654331052,0.09549362314268062,False
12376400000000004594,179.06829282225038,36.9161378391972,0.09551951953349547,False
12376400000000004844,162.77128297477122,8.012917486571887,0.09572321271049,False
12376400000000005003,-5.776072712035008,-9.18869791987374,0.0958007272531407,False
12376400000000000588,80.1462717472714,15.97145904779871,0.09593234111029914,False
12376400000000004478,249.6161781680688,43.05211837745215,0.09608118180756409,False
12376400000000002390,241.2524257738293,47.53584935927645,0.09630088711693108,False
12376400000000005238,255.9676862784113,43.25303803617408,0.09640883085558316,False
12376400000000005399,307.4300489377316,13.535239096932337,0.09668503511609972,False
12376400000000003157,197.2587550621825,32.77790017330521,0.09690013883467741,False
12376400000000004598,253.15759025228888,37.93132782275645,0.09690648523593715,False
12376400000000000469,248.8152254003313,-21.466650668070315,0.09690781297895579,False
