objid,ensemble_score,anomaly_votes,total_methods,is_consensus_anomaly,individual_scores
12376400000000000994,0.49434461200014457,0,2,False,"{'isolation_forest': None, 'vae': 0.9886892240002891}"
12376400000000000080,0.49432729998313596,0,2,False,"{'isolation_forest': None, 'vae': 0.9886545999662719}"
12376400000000001238,0.4943137602344249,0,2,False,"{'isolation_forest': None, 'vae': 0.9886275204688498}"
12376400000000000911,0.49430759661747437,0,2,False,"{'isolation_forest': None, 'vae': 0.9886151932349487}"
12376400000000000657,0.494305474716557,0,2,False,"{'isolation_forest': None, 'vae': 0.988610949433114}"
12376400000000000054,0.4942882974234161,0,2,False,"{'isolation_forest': None, 'vae': 0.9885765948468322}"
12376400000000000710,0.4942876574850442,0,2,False,"{'isolation_forest': None, 'vae': 0.9885753149700884}"
12376400000000000019,0.4942544480516386,0,2,False,"{'isolation_forest': None, 'vae': 0.9885088961032772}"
12376400000000000745,0.49424050413132425,0,2,False,"{'isolation_forest': None, 'vae': 0.9884810082626485}"
12376400000000000890,0.49423767493010107,0,2,False,"{'isolation_forest': None, 'vae': 0.9884753498602021}"
12376400000000001170,0.49423147763218356,0,2,False,"{'isolation_forest': None, 'vae': 0.9884629552643671}"
12376400000000000859,0.4942227879427123,0,2,False,"{'isolation_forest': None, 'vae': 0.9884455758854246}"
12376400000000000684,0.4942166243257618,0,2,False,"{'isolation_forest': None, 'vae': 0.9884332486515236}"
12376400000000001342,0.4942044654966954,0,2,False,"{'isolation_forest': None, 'vae': 0.9884089309933908}"
12376400000000001330,0.4941800804766288,0,2,False,"{'isolation_forest': None, 'vae': 0.9883601609532576}"
12376400000000001055,0.49416155594481026,0,2,False,"{'isolation_forest': None, 'vae': 0.9883231118896205}"
12376400000000001179,0.49406499261258513,0,2,False,"{'isolation_forest': None, 'vae': 0.9881299852251703}"
12376400000000001162,0.49397243731542617,0,2,False,"{'isolation_forest': None, 'vae': 0.9879448746308523}"
12376400000000000707,0.49396176044890533,0,2,False,"{'isolation_forest': None, 'vae': 0.9879235208978107}"
12376400000000001140,0.4939229936559541,0,2,False,"{'isolation_forest': None, 'vae': 0.9878459873119082}"
12376400000000000988,0.4938956110298296,0,2,False,"{'isolation_forest': None, 'vae': 0.9877912220596592}"
12376400000000000082,0.49386819472273813,0,2,False,"{'isolation_forest': None, 'vae': 0.9877363894454763}"
12376400000000001012,0.4938520952205394,0,2,False,"{'isolation_forest': None, 'vae': 0.9877041904410788}"
12376400000000001020,0.4938498049147873,0,2,False,"{'isolation_forest': None, 'vae': 0.9876996098295746}"
12376400000000001191,0.4938419909304566,0,2,False,"{'isolation_forest': None, 'vae': 0.9876839818609132}"
12376400000000000180,0.4938179427200594,0,2,False,"{'isolation_forest': None, 'vae': 0.9876358854401188}"
12376400000000000044,0.4937988792927698,0,2,False,"{'isolation_forest': None, 'vae': 0.9875977585855396}"
12376400000000000884,0.4937918399706787,0,2,False,"{'isolation_forest': None, 'vae': 0.9875836799413574}"
12376400000000000799,0.49375883262307474,0,2,False,"{'isolation_forest': None, 'vae': 0.9875176652461495}"
12376400000000000970,0.4937147105563796,0,2,False,"{'isolation_forest': None, 'vae': 0.9874294211127592}"
12376400000000001145,0.4937025180463463,0,2,False,"{'isolation_forest': None, 'vae': 0.9874050360926926}"
12376400000000000850,0.4936905276221146,0,2,False,"{'isolation_forest': None, 'vae': 0.9873810552442293}"
12376400000000000153,0.49365475843522133,0,2,False,"{'isolation_forest': None, 'vae': 0.9873095168704427}"
12376400000000001115,0.49364936948051047,0,2,False,"{'isolation_forest': None, 'vae': 0.9872987389610209}"
12376400000000000050,0.4936353918792292,0,2,False,"{'isolation_forest': None, 'vae': 0.9872707837584584}"
12376400000000001228,0.49361932605799747,0,2,False,"{'isolation_forest': None, 'vae': 0.9872386521159949}"
12376400000000001082,0.49359093300286466,0,2,False,"{'isolation_forest': None, 'vae': 0.9871818660057293}"
12376400000000000916,0.4935433081156075,0,2,False,"{'isolation_forest': None, 'vae': 0.987086616231215}"
12376400000000000108,0.49352717493244186,0,2,False,"{'isolation_forest': None, 'vae': 0.9870543498648837}"
12376400000000000755,0.49352330162124347,0,2,False,"{'isolation_forest': None, 'vae': 0.9870466032424869}"
12376400000000000817,0.49351899045747477,0,2,False,"{'isolation_forest': None, 'vae': 0.9870379809149495}"
12376400000000000012,0.4935085493577225,0,2,False,"{'isolation_forest': None, 'vae': 0.987017098715445}"
12376400000000000619,0.49348490531892863,0,2,False,"{'isolation_forest': None, 'vae': 0.9869698106378573}"
12376400000000000667,0.4934582636740768,0,2,False,"{'isolation_forest': None, 'vae': 0.9869165273481536}"
12376400000000000926,0.4934455996305063,0,2,False,"{'isolation_forest': None, 'vae': 0.9868911992610127}"
12376400000000000190,0.49341006621038164,0,2,False,"{'isolation_forest': None, 'vae': 0.9868201324207633}"
12376400000000000996,0.4934053171940427,0,2,False,"{'isolation_forest': None, 'vae': 0.9868106343880854}"
12376400000000001086,0.4933860516809514,0,2,False,"{'isolation_forest': None, 'vae': 0.9867721033619028}"
12376400000000001117,0.49336446218114105,0,2,False,"{'isolation_forest': None, 'vae': 0.9867289243622821}"
12376400000000000631,0.49336331702826497,0,2,False,"{'isolation_forest': None, 'vae': 0.9867266340565299}"
12376400000000000194,0.49334260323359513,0,2,False,"{'isolation_forest': None, 'vae': 0.9866852064671903}"
12376400000000000685,0.49334230010489266,0,2,False,"{'isolation_forest': None, 'vae': 0.9866846002097853}"
12376400000000000668,0.4933234050824377,0,2,False,"{'isolation_forest': None, 'vae': 0.9866468101648754}"
12376400000000001110,0.49331596158874336,0,2,False,"{'isolation_forest': None, 'vae': 0.9866319231774867}"
12376400000000001265,0.49325237192315524,0,2,False,"{'isolation_forest': None, 'vae': 0.9865047438463105}"
12376400000000000877,0.4932191961707166,0,2,False,"{'isolation_forest': None, 'vae': 0.9864383923414332}"
12376400000000000763,0.4931973035422037,0,2,False,"{'isolation_forest': None, 'vae': 0.9863946070844074}"
12376400000000000199,0.4931961247083607,0,2,False,"{'isolation_forest': None, 'vae': 0.9863922494167214}"
12376400000000001005,0.493191847225559,0,2,False,"{'isolation_forest': None, 'vae': 0.986383694451118}"
12376400000000001024,0.49318794023339363,0,2,False,"{'isolation_forest': None, 'vae': 0.9863758804667873}"
12376400000000000090,0.49310774585110273,0,2,False,"{'isolation_forest': None, 'vae': 0.9862154917022055}"
12376400000000001364,0.49308544905098656,0,2,False,"{'isolation_forest': None, 'vae': 0.9861708981019731}"
12376400000000001101,0.4930443919522832,0,2,False,"{'isolation_forest': None, 'vae': 0.9860887839045664}"
12376400000000000775,0.49303799256856407,0,2,False,"{'isolation_forest': None, 'vae': 0.9860759851371281}"
12376400000000000715,0.4930350286434731,0,2,False,"{'isolation_forest': None, 'vae': 0.9860700572869462}"
12376400000000000963,0.4930232739860101,0,2,False,"{'isolation_forest': None, 'vae': 0.9860465479720202}"
12376400000000000084,0.49298622492237293,0,2,False,"{'isolation_forest': None, 'vae': 0.9859724498447459}"
12376400000000000070,0.4929786467048108,0,2,False,"{'isolation_forest': None, 'vae': 0.9859572934096216}"
12376400000000000853,0.4929499505209755,0,2,False,"{'isolation_forest': None, 'vae': 0.985899901041951}"
12376400000000000000,0.49294584144300846,0,2,False,"{'isolation_forest': None, 'vae': 0.9858916828860169}"
12376400000000001132,0.49293856635414884,0,2,False,"{'isolation_forest': None, 'vae': 0.9858771327082977}"
12376400000000001224,0.49292064807973524,0,2,False,"{'isolation_forest': None, 'vae': 0.9858412961594705}"
12376400000000000663,0.49291899771235503,0,2,False,"{'isolation_forest': None, 'vae': 0.9858379954247101}"
12376400000000000658,0.49289629674063556,0,2,False,"{'isolation_forest': None, 'vae': 0.9857925934812711}"
12376400000000001302,0.49288268962999066,0,2,False,"{'isolation_forest': None, 'vae': 0.9857653792599813}"
12376400000000000972,0.49285153473556853,0,2,False,"{'isolation_forest': None, 'vae': 0.9857030694711371}"
12376400000000000714,0.49278585685003,0,2,False,"{'isolation_forest': None, 'vae': 0.98557171370006}"
12376400000000000913,0.4927806699811208,0,2,False,"{'isolation_forest': None, 'vae': 0.9855613399622416}"
12376400000000001258,0.4927461469900044,0,2,False,"{'isolation_forest': None, 'vae': 0.9854922939800088}"
12376400000000000007,0.49272125675543366,0,2,False,"{'isolation_forest': None, 'vae': 0.9854425135108673}"
12376400000000000195,0.49270209228524314,0,2,False,"{'isolation_forest': None, 'vae': 0.9854041845704863}"
12376400000000001262,0.49269198799516034,0,2,False,"{'isolation_forest': None, 'vae': 0.9853839759903207}"
12376400000000000867,0.49268848517459823,0,2,False,"{'isolation_forest': None, 'vae': 0.9853769703491965}"
12376400000000000753,0.49268676744528417,0,2,False,"{'isolation_forest': None, 'vae': 0.9853735348905683}"
12376400000000001121,0.4926588122427216,0,2,False,"{'isolation_forest': None, 'vae': 0.9853176244854432}"
12376400000000001323,0.49265638721310173,0,2,False,"{'isolation_forest': None, 'vae': 0.9853127744262035}"
12376400000000000156,0.4926522107732008,0,2,False,"{'isolation_forest': None, 'vae': 0.9853044215464016}"
12376400000000000732,0.49264806801426686,0,2,False,"{'isolation_forest': None, 'vae': 0.9852961360285337}"
12376400000000000870,0.4926437231695312,0,2,False,"{'isolation_forest': None, 'vae': 0.9852874463390624}"
12376400000000000898,0.4926370880190435,0,2,False,"{'isolation_forest': None, 'vae': 0.985274176038087}"
12376400000000000143,0.49263358519848144,0,2,False,"{'isolation_forest': None, 'vae': 0.9852671703969629}"
12376400000000000139,0.4926248955090102,0,2,False,"{'isolation_forest': None, 'vae': 0.9852497910180203}"
12376400000000001250,0.49258225540486056,0,2,False,"{'isolation_forest': None, 'vae': 0.9851645108097211}"
12376400000000001113,0.4925716459002736,0,2,False,"{'isolation_forest': None, 'vae': 0.9851432918005472}"
12376400000000000978,0.49256800835584374,0,2,False,"{'isolation_forest': None, 'vae': 0.9851360167116875}"
12376400000000001277,0.4925324412547521,0,2,False,"{'isolation_forest': None, 'vae': 0.9850648825095042}"
12376400000000001189,0.49253035303480164,0,2,False,"{'isolation_forest': None, 'vae': 0.9850607060696033}"
12376400000000000086,0.49252371788431387,0,2,False,"{'isolation_forest': None, 'vae': 0.9850474357686277}"
12376400000000000871,0.492520720278256,0,2,False,"{'isolation_forest': None, 'vae': 0.985041440556512}"
12376400000000000989,0.49251944040151213,0,2,False,"{'isolation_forest': None, 'vae': 0.9850388808030243}"
12376400000000000754,0.4925079215108177,0,2,False,"{'isolation_forest': None, 'vae': 0.9850158430216354}"
12376400000000000874,0.49250394715671847,0,2,False,"{'isolation_forest': None, 'vae': 0.9850078943134369}"
12376400000000000863,0.4925025325561069,0,2,False,"{'isolation_forest': None, 'vae': 0.9850050651122138}"
12376400000000001225,0.49249902973554477,0,2,False,"{'isolation_forest': None, 'vae': 0.9849980594710895}"
12376400000000000637,0.4924721523239244,0,2,False,"{'isolation_forest': None, 'vae': 0.9849443046478488}"
12376400000000001240,0.4924699293801062,0,2,False,"{'isolation_forest': None, 'vae': 0.9849398587602124}"
12376400000000000851,0.4924504617812132,0,2,False,"{'isolation_forest': None, 'vae': 0.9849009235624264}"
12376400000000001329,0.49244416344039493,0,2,False,"{'isolation_forest': None, 'vae': 0.9848883268807899}"
12376400000000001026,0.4924102803876504,0,2,False,"{'isolation_forest': None, 'vae': 0.9848205607753008}"
12376400000000000172,0.4924077543151297,0,2,False,"{'isolation_forest': None, 'vae': 0.9848155086302594}"
12376400000000000100,0.4923913180032616,0,2,False,"{'isolation_forest': None, 'vae': 0.9847826360065232}"
12376400000000001037,0.4923814831609143,0,2,False,"{'isolation_forest': None, 'vae': 0.9847629663218286}"
12376400000000000787,0.4923412344054176,0,2,False,"{'isolation_forest': None, 'vae': 0.9846824688108352}"
12376400000000000902,0.4923343298071943,0,2,False,"{'isolation_forest': None, 'vae': 0.9846686596143887}"
12376400000000000984,0.49232658318479744,0,2,False,"{'isolation_forest': None, 'vae': 0.9846531663695949}"
12376400000000001214,0.49232429287904533,0,2,False,"{'isolation_forest': None, 'vae': 0.9846485857580907}"
12376400000000000717,0.49232375398357425,0,2,False,"{'isolation_forest': None, 'vae': 0.9846475079671485}"
12376400000000000126,0.4923232824500371,0,2,False,"{'isolation_forest': None, 'vae': 0.9846465649000742}"
12376400000000000052,0.49231021423486326,0,2,False,"{'isolation_forest': None, 'vae': 0.9846204284697265}"
12376400000000000776,0.4923049263230532,0,2,False,"{'isolation_forest': None, 'vae': 0.9846098526461065}"
12376400000000000043,0.4922769374395237,0,2,False,"{'isolation_forest': None, 'vae': 0.9845538748790474}"
12376400000000000077,0.49227144744191204,0,2,False,"{'isolation_forest': None, 'vae': 0.9845428948838241}"
12376400000000000840,0.4922509694140108,0,2,False,"{'isolation_forest': None, 'vae': 0.9845019388280216}"
12376400000000000140,0.4922405283142585,0,2,False,"{'isolation_forest': None, 'vae': 0.984481056628517}"
12376400000000000726,0.49223271432992777,0,2,False,"{'isolation_forest': None, 'vae': 0.9844654286598555}"
12376400000000000788,0.49221910721928286,0,2,False,"{'isolation_forest': None, 'vae': 0.9844382144385657}"
12376400000000000716,0.4922063421328115,0,2,False,"{'isolation_forest': None, 'vae': 0.984412684265623}"
12376400000000000188,0.492203108759985,0,2,False,"{'isolation_forest': None, 'vae': 0.98440621751997}"
12376400000000001159,0.49219684410013365,0,2,False,"{'isolation_forest': None, 'vae': 0.9843936882002673}"
12376400000000000679,0.49218192343177797,0,2,False,"{'isolation_forest': None, 'vae': 0.9843638468635559}"
12376400000000000063,0.49217289693263727,0,2,False,"{'isolation_forest': None, 'vae': 0.9843457938652745}"
12376400000000000955,0.49216349994286024,0,2,False,"{'isolation_forest': None, 'vae': 0.9843269998857205}"
12376400000000000907,0.4921617485325792,0,2,False,"{'isolation_forest': None, 'vae': 0.9843234970651584}"
12376400000000000831,0.49215477657242207,0,2,False,"{'isolation_forest': None, 'vae': 0.9843095531448441}"
12376400000000000718,0.4921490844890087,0,2,False,"{'isolation_forest': None, 'vae': 0.9842981689780174}"
12376400000000001308,0.4921485119125707,0,2,False,"{'isolation_forest': None, 'vae': 0.9842970238251414}"
12376400000000000028,0.49213055995719013,0,2,False,"{'isolation_forest': None, 'vae': 0.9842611199143803}"
12376400000000001027,0.4921212640103139,0,2,False,"{'isolation_forest': None, 'vae': 0.9842425280206278}"
12376400000000000741,0.4921078926664376,0,2,False,"{'isolation_forest': None, 'vae': 0.9842157853328752}"
12376400000000000945,0.4920836086892718,0,2,False,"{'isolation_forest': None, 'vae': 0.9841672173785436}"
12376400000000000962,0.492082328812528,0,2,False,"{'isolation_forest': None, 'vae': 0.984164657625056}"
12376400000000000959,0.49206521888132104,0,2,False,"{'isolation_forest': None, 'vae': 0.9841304377626421}"
12376400000000000883,0.49205592293444483,0,2,False,"{'isolation_forest': None, 'vae': 0.9841118458688897}"
12376400000000000694,0.492042854719271,0,2,False,"{'isolation_forest': None, 'vae': 0.984085709438542}"
12376400000000001123,0.4920184696992044,0,2,False,"{'isolation_forest': None, 'vae': 0.9840369393984087}"
12376400000000001074,0.4920102515432703,0,2,False,"{'isolation_forest': None, 'vae': 0.9840205030865407}"
12376400000000001306,0.49200146081089824,0,2,False,"{'isolation_forest': None, 'vae': 0.9840029216217965}"
12376400000000000821,0.49199721700906346,0,2,False,"{'isolation_forest': None, 'vae': 0.9839944340181269}"
12376400000000001317,0.49198883044829467,0,2,False,"{'isolation_forest': None, 'vae': 0.9839776608965893}"
12376400000000001109,0.49198067965429454,0,2,False,"{'isolation_forest': None, 'vae': 0.9839613593085891}"
12376400000000001185,0.49195585678165765,0,2,False,"{'isolation_forest': None, 'vae': 0.9839117135633153}"
12376400000000000896,0.49195117512725256,0,2,False,"{'isolation_forest': None, 'vae': 0.9839023502545051}"
12376400000000000784,0.49194342850485573,0,2,False,"{'isolation_forest': None, 'vae': 0.9838868570097115}"
12376400000000000064,0.4919271269168554,0,2,False,"{'isolation_forest': None, 'vae': 0.9838542538337108}"
12376400000000000167,0.49191156631012783,0,2,False,"{'isolation_forest': None, 'vae': 0.9838231326202557}"
12376400000000000829,0.49190971385694593,0,2,False,"{'isolation_forest': None, 'vae': 0.9838194277138919}"
12376400000000001331,0.49188344270273054,0,2,False,"{'isolation_forest': None, 'vae': 0.9837668854054611}"
12376400000000000131,0.49187983883926767,0,2,False,"{'isolation_forest': None, 'vae': 0.9837596776785353}"
12376400000000000695,0.4918680841818046,0,2,False,"{'isolation_forest': None, 'vae': 0.9837361683636092}"
12376400000000000737,0.4918518162747712,0,2,False,"{'isolation_forest': None, 'vae': 0.9837036325495424}"
12376400000000000973,0.49181449776339853,0,2,False,"{'isolation_forest': None, 'vae': 0.9836289955267971}"
12376400000000001007,0.4918054375832909,0,2,False,"{'isolation_forest': None, 'vae': 0.9836108751665819}"
12376400000000001321,0.4917905842768691,0,2,False,"{'isolation_forest': None, 'vae': 0.9835811685537382}"
12376400000000001309,0.4917821977161004,0,2,False,"{'isolation_forest': None, 'vae': 0.9835643954322008}"
12376400000000000005,0.49177802127619946,0,2,False,"{'isolation_forest': None, 'vae': 0.9835560425523989}"
12376400000000000014,0.4917698031202654,0,2,False,"{'isolation_forest': None, 'vae': 0.9835396062405308}"
12376400000000001281,0.49176694023807527,0,2,False,"{'isolation_forest': None, 'vae': 0.9835338804761505}"
12376400000000000186,0.4917515480361824,0,2,False,"{'isolation_forest': None, 'vae': 0.9835030960723647}"
12376400000000001194,0.4917384124590747,0,2,False,"{'isolation_forest': None, 'vae': 0.9834768249181494}"
12376400000000001230,0.49172652307774384,0,2,False,"{'isolation_forest': None, 'vae': 0.9834530461554877}"
12376400000000001153,0.49172244768074375,0,2,False,"{'isolation_forest': None, 'vae': 0.9834448953614875}"
12376400000000001199,0.4917094131465369,0,2,False,"{'isolation_forest': None, 'vae': 0.9834188262930738}"
12376400000000000666,0.49169742272230527,0,2,False,"{'isolation_forest': None, 'vae': 0.9833948454446105}"
12376400000000001232,0.491688126775429,0,2,False,"{'isolation_forest': None, 'vae': 0.983376253550858}"
12376400000000000756,0.4916831419923215,0,2,False,"{'isolation_forest': None, 'vae': 0.983366283984643}"
12376400000000000659,0.4916729366593378,0,2,False,"{'isolation_forest': None, 'vae': 0.9833458733186756}"
12376400000000000770,0.49166731193785834,0,2,False,"{'isolation_forest': None, 'vae': 0.9833346238757167}"
12376400000000001297,0.4916554225565275,0,2,False,"{'isolation_forest': None, 'vae': 0.983310845113055}"
12376400000000001021,0.49164757489122984,0,2,False,"{'isolation_forest': None, 'vae': 0.9832951497824597}"
12376400000000001195,0.49164629501448603,0,2,False,"{'isolation_forest': None, 'vae': 0.9832925900289721}"
12376400000000001001,0.491629791340684,0,2,False,"{'isolation_forest': None, 'vae': 0.983259582681368}"
12376400000000000846,0.49162628852012197,0,2,False,"{'isolation_forest': None, 'vae': 0.9832525770402439}"
12376400000000001058,0.4915699739433935,0,2,False,"{'isolation_forest': None, 'vae': 0.983139947886787}"
12376400000000001053,0.49154646462846746,0,2,False,"{'isolation_forest': None, 'vae': 0.9830929292569349}"
12376400000000001356,0.4915410083118227,0,2,False,"{'isolation_forest': None, 'vae': 0.9830820166236454}"
12376400000000000747,0.491536124571616,0,2,False,"{'isolation_forest': None, 'vae': 0.983072249143232}"
12376400000000001090,0.49152652549603726,0,2,False,"{'isolation_forest': None, 'vae': 0.9830530509920745}"
12376400000000000733,0.49152447095705376,0,2,False,"{'isolation_forest': None, 'vae': 0.9830489419141075}"
12376400000000001103,0.49152282058967356,0,2,False,"{'isolation_forest': None, 'vae': 0.9830456411793471}"
12376400000000001234,0.4915213386271281,0,2,False,"{'isolation_forest': None, 'vae': 0.9830426772542562}"
12376400000000000155,0.49151928408814455,0,2,False,"{'isolation_forest': None, 'vae': 0.9830385681762891}"
12376400000000001106,0.491501365813731,0,2,False,"{'isolation_forest': None, 'vae': 0.983002731627462}"
12376400000000000021,0.4914920361858878,0,2,False,"{'isolation_forest': None, 'vae': 0.9829840723717757}"
12376400000000000800,0.4914879944698547,0,2,False,"{'isolation_forest': None, 'vae': 0.9829759889397094}"
12376400000000000103,0.4914818645338711,0,2,False,"{'isolation_forest': None, 'vae': 0.9829637290677422}"
12376400000000000956,0.4914639462594575,0,2,False,"{'isolation_forest': None, 'vae': 0.982927892518915}"
12376400000000000128,0.4914452196418373,0,2,False,"{'isolation_forest': None, 'vae': 0.9828904392836746}"
12376400000000000813,0.4914394265155231,0,2,False,"{'isolation_forest': None, 'vae': 0.9828788530310462}"
12376400000000001025,0.4914336670701759,0,2,False,"{'isolation_forest': None, 'vae': 0.9828673341403518}"
12376400000000000146,0.49142349541815916,0,2,False,"{'isolation_forest': None, 'vae': 0.9828469908363183}"
